subscription_name,billing_cycle,amount_paid,usage_ratio,awareness_score,necessity_score,has_perks,waste_score,usage_frequency_answer,awareness_answer,necessity_answer
Gym Membership,monthly,3597.0,0.371,2,3,1,57.2,few_times_week,sometimes_notice,fun
Dating App,monthly,3332.21,0.232,10,8,0,59.2,few_times_week,sometimes_notice,nice_to_have
Netflix,monthly,4375.91,0.918,7,5,0,26.3,daily,always_notice,fun
Software License,monthly,2481.18,0.713,8,7,0,32.4,cant_remember,sometimes_notice,nice_to_have
Amazon Prime,monthly,3426.53,0.979,3,4,1,21.3,cant_remember,forget,fun
Gaming Pass,yearly,1690.51,0.571,10,8,0,33.0,few_times_month,sometimes_notice,fun
Amazon Prime,yearly,4757.38,0.978,7,3,0,23.7,rarely,forget,fun
LinkedIn Premium,yearly,2556.77,0.887,1,2,0,43.5,rarely,always_notice,nice_to_have
Cloud Storage,yearly,1396.05,0.288,5,5,0,64.8,few_times_month,forget,essential
Disney+,monthly,996.77,0.412,10,4,1,36.4,cant_remember,always_notice,nice_to_have
Newspaper,monthly,1675.52,0.892,4,7,0,26.4,few_times_month,sometimes_notice,essential
Spotify,monthly,4683.54,0.069,1,2,0,91.9,few_times_week,sometimes_notice,essential
Amazon Prime,yearly,1845.34,0.469,5,5,1,42.2,daily,forget,fun
Disney+,monthly,249.6,0.389,8,4,0,48.4,few_times_week,always_notice,fun
Educational Hub,yearly,214.34,0.968,8,3,0,13.2,rarely,sometimes_notice,essential
YouTube Premium,yearly,948.37,0.134,6,10,0,64.9,few_times_week,always_notice,nice_to_have
Netflix,monthly,4518.63,0.582,7,1,1,40.7,daily,forget,nice_to_have
LinkedIn Premium,yearly,4301.58,0.385,5,5,0,61.6,cant_remember,always_notice,nice_to_have
Adobe CC,yearly,947.81,0.661,2,7,0,40.7,cant_remember,always_notice,essential
Adobe CC,yearly,4904.1,0.533,8,9,0,42.1,few_times_week,always_notice,essential
Spotify,monthly,2334.76,0.65,2,4,1,40.2,few_times_month,always_notice,nice_to_have
Disney+,monthly,3803.63,0.104,7,3,1,62.0,few_times_month,always_notice,nice_to_have
Adobe CC,yearly,1238.36,0.128,3,5,1,56.5,once_twice_week,forget,nice_to_have
Wine Club,yearly,2445.31,0.267,2,2,0,75.8,cant_remember,forget,fun
Wine Club,monthly,3402.86,0.513,10,7,1,33.5,cant_remember,sometimes_notice,essential
YouTube Premium,monthly,4531.37,0.93,2,7,0,32.6,few_times_month,sometimes_notice,fun
Zomato Gold,monthly,3850.15,0.188,4,9,0,73.4,rarely,forget,fun
LinkedIn Premium,yearly,1549.73,0.285,1,6,0,70.1,once_twice_week,always_notice,fun
Gym Membership,yearly,263.25,0.235,3,10,0,60.8,rarely,sometimes_notice,nice_to_have
Dating App,monthly,2358.47,0.525,9,4,0,44.9,few_times_month,always_notice,fun
Educational Hub,yearly,186.95,0.209,2,3,0,69.2,once_twice_week,forget,essential
Spotify,yearly,4076.48,0.336,3,10,1,49.7,few_times_month,forget,fun
Adobe CC,yearly,3874.78,0.753,2,9,0,38.2,daily,always_notice,nice_to_have
Amazon Prime,monthly,2998.47,0.509,4,9,0,48.9,once_twice_week,sometimes_notice,nice_to_have
Amazon Prime,monthly,3170.93,0.731,4,6,1,35.2,rarely,forget,essential
Software License,yearly,3648.53,0.457,1,1,0,69.4,few_times_month,always_notice,nice_to_have
YouTube Premium,yearly,1901.72,0.184,6,2,0,74.2,cant_remember,sometimes_notice,essential
Wine Club,yearly,310.92,0.331,9,10,1,35.2,rarely,forget,fun
Cloud Storage,monthly,4053.3,0.552,8,8,0,44.3,once_twice_week,sometimes_notice,essential
Disney+,yearly,1978.8,0.169,1,7,1,63.1,rarely,forget,fun
Wine Club,yearly,3123.57,0.573,5,6,1,40.2,few_times_month,forget,nice_to_have
Netflix,monthly,4058.55,0.326,4,3,0,69.9,few_times_week,sometimes_notice,essential
LinkedIn Premium,yearly,2117.48,0.182,10,2,0,63.7,once_twice_week,forget,nice_to_have
Amazon Prime,monthly,1142.28,0.936,6,3,0,24.0,few_times_week,sometimes_notice,nice_to_have
Spotify,monthly,2908.38,0.526,4,4,1,46.0,few_times_week,sometimes_notice,essential
Adobe CC,yearly,4323.1,0.288,2,3,0,75.9,few_times_month,always_notice,essential
Gaming Pass,yearly,3307.03,0.184,2,6,1,64.5,once_twice_week,always_notice,nice_to_have
YouTube Premium,monthly,4890.75,0.659,7,1,0,39.3,once_twice_week,always_notice,essential
Disney+,monthly,2770.2,0.15,4,4,0,76.6,once_twice_week,always_notice,fun
LinkedIn Premium,yearly,553.2,0.361,5,10,0,50.0,daily,always_notice,nice_to_have
Educational Hub,yearly,2520.1,0.737,3,7,0,39.3,rarely,forget,nice_to_have
Cloud Storage,yearly,806.42,0.6,9,4,1,27.3,rarely,sometimes_notice,nice_to_have
Software License,yearly,3021.42,0.813,4,1,0,37.8,rarely,forget,essential
Software License,monthly,365.34,0.171,2,2,1,62.0,daily,forget,nice_to_have
Gym Membership,monthly,1091.26,0.29,7,7,0,56.4,once_twice_week,always_notice,essential
Disney+,yearly,777.55,0.015,9,3,0,70.3,few_times_week,forget,essential
Software License,yearly,229.59,0.395,7,5,0,46.0,cant_remember,forget,essential
Netflix,monthly,4619.78,0.977,4,4,0,30.5,rarely,sometimes_notice,essential
Wine Club,monthly,106.07,0.263,10,3,1,41.6,cant_remember,sometimes_notice,nice_to_have
Software License,yearly,4603.08,0.825,7,10,1,22.5,few_times_week,always_notice,fun
Newspaper,yearly,3687.02,0.47,5,8,0,53.9,few_times_week,always_notice,essential
Zomato Gold,yearly,1741.34,0.423,3,7,1,45.8,few_times_week,sometimes_notice,essential
Dating App,monthly,4270.07,0.744,9,1,1,27.9,cant_remember,sometimes_notice,essential
Cloud Storage,monthly,4171.68,0.8,2,1,0,39.0,cant_remember,always_notice,essential
Educational Hub,monthly,2398.63,0.838,9,8,0,20.7,cant_remember,always_notice,fun
Software License,monthly,2199.97,0.684,4,8,0,40.3,cant_remember,forget,essential
Zomato Gold,monthly,392.73,0.408,6,9,0,44.9,rarely,forget,fun
LinkedIn Premium,yearly,3997.92,0.703,10,3,0,36.6,few_times_week,sometimes_notice,nice_to_have
Dating App,yearly,2684.66,0.411,1,1,0,73.0,once_twice_week,always_notice,nice_to_have
YouTube Premium,yearly,2999.75,0.778,1,9,0,40.7,daily,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,3849.86,0.312,10,6,0,54.1,rarely,sometimes_notice,essential
Cloud Storage,yearly,3467.46,0.744,2,4,0,42.3,once_twice_week,sometimes_notice,nice_to_have
Zomato Gold,monthly,1727.81,0.165,6,4,0,70.8,cant_remember,always_notice,nice_to_have
Educational Hub,yearly,2968.91,0.964,4,5,0,29.5,few_times_month,forget,nice_to_have
Wine Club,monthly,4136.53,0.685,3,2,0,42.1,few_times_week,always_notice,fun
Netflix,yearly,4874.41,0.192,4,5,1,60.7,few_times_week,always_notice,essential
Cloud Storage,yearly,4873.27,0.693,7,1,0,36.5,rarely,sometimes_notice,essential
YouTube Premium,monthly,4353.46,0.329,7,3,0,63.1,few_times_month,sometimes_notice,fun
Zomato Gold,monthly,2801.37,0.196,2,7,0,80.1,daily,sometimes_notice,nice_to_have
Wine Club,monthly,2317.43,0.053,3,9,1,62.5,rarely,sometimes_notice,fun
Wine Club,yearly,885.06,0.312,9,7,1,38.9,rarely,sometimes_notice,essential
Gaming Pass,monthly,1665.04,0.804,5,2,0,34.5,once_twice_week,always_notice,nice_to_have
Adobe CC,monthly,2345.4,0.414,5,4,1,47.0,few_times_week,forget,essential
Wine Club,monthly,2319.84,0.316,3,7,0,65.1,daily,sometimes_notice,nice_to_have
Newspaper,monthly,3521.93,0.996,4,6,0,28.9,rarely,always_notice,essential
YouTube Premium,monthly,2007.09,0.449,7,7,0,46.6,daily,sometimes_notice,essential
Adobe CC,monthly,1871.99,0.56,1,9,0,52.2,daily,sometimes_notice,essential
Adobe CC,monthly,4822.09,0.258,1,6,1,61.0,cant_remember,forget,essential
Spotify,monthly,610.72,0.658,6,4,0,36.3,few_times_week,always_notice,nice_to_have
Zomato Gold,monthly,1046.09,0.955,9,7,0,12.8,cant_remember,sometimes_notice,nice_to_have
Newspaper,monthly,2563.74,0.177,1,9,0,77.8,cant_remember,forget,nice_to_have
Gym Membership,yearly,4616.99,0.97,7,4,0,22.6,daily,sometimes_notice,nice_to_have
Wine Club,yearly,4181.04,0.459,5,3,0,58.3,once_twice_week,forget,essential
Educational Hub,monthly,4830.28,0.718,9,1,0,36.0,cant_remember,always_notice,essential
Gym Membership,yearly,828.03,0.243,8,2,0,58.4,few_times_month,sometimes_notice,nice_to_have
Cloud Storage,yearly,1623.26,0.016,1,7,0,85.2,once_twice_week,forget,essential
Gaming Pass,monthly,197.74,0.199,9,9,0,50.9,once_twice_week,always_notice,nice_to_have
Adobe CC,yearly,3506.95,0.462,8,5,0,51.1,once_twice_week,sometimes_notice,essential
Amazon Prime,monthly,1284.21,0.474,9,9,0,39.1,few_times_week,always_notice,nice_to_have
Spotify,monthly,4846.58,0.694,7,5,0,36.8,daily,forget,essential
Spotify,yearly,3220.13,0.507,6,4,0,54.9,once_twice_week,sometimes_notice,fun
Netflix,monthly,547.2,0.446,6,5,0,49.2,few_times_week,always_notice,nice_to_have
Netflix,monthly,4623.81,0.725,1,6,0,39.9,few_times_week,forget,essential
Dating App,yearly,4760.93,0.075,4,5,0,81.5,few_times_week,always_notice,fun
Adobe CC,monthly,3404.94,0.05,8,4,0,78.4,few_times_week,forget,fun
Amazon Prime,monthly,1215.23,0.047,4,8,0,73.3,few_times_week,always_notice,essential
Gym Membership,monthly,993.18,0.718,7,8,1,22.1,once_twice_week,forget,essential
Software License,monthly,1956.22,0.606,1,7,1,39.2,few_times_week,sometimes_notice,fun
Zomato Gold,yearly,1139.89,0.525,5,10,0,43.4,cant_remember,always_notice,fun
Software License,yearly,301.27,0.458,4,5,0,53.9,daily,forget,fun
Dating App,yearly,3833.8,0.758,7,6,1,27.1,daily,sometimes_notice,fun
Cloud Storage,monthly,684.59,0.476,10,1,1,34.0,few_times_month,sometimes_notice,essential
Disney+,monthly,743.02,0.334,6,5,0,51.0,few_times_month,forget,essential
Newspaper,yearly,2730.58,0.919,3,1,0,38.9,cant_remember,always_notice,fun
YouTube Premium,monthly,1046.08,0.748,9,10,0,19.3,rarely,always_notice,nice_to_have
Netflix,yearly,3715.21,0.658,8,4,1,33.8,cant_remember,forget,nice_to_have
Wine Club,yearly,4511.3,0.69,1,8,1,41.4,daily,forget,nice_to_have
Software License,monthly,3613.01,0.897,10,8,1,15.6,daily,forget,fun
Cloud Storage,monthly,4737.81,0.479,5,9,0,55.2,daily,forget,essential
Spotify,monthly,1572.16,0.622,7,4,0,40.5,cant_remember,always_notice,essential
Amazon Prime,monthly,3287.43,0.055,5,5,0,80.9,few_times_week,forget,essential
Netflix,monthly,4585.31,0.709,2,10,0,37.6,few_times_week,forget,fun
Disney+,yearly,2286.33,0.042,5,5,1,66.0,few_times_month,sometimes_notice,nice_to_have
Netflix,yearly,1304.67,0.357,5,9,1,44.5,few_times_week,forget,essential
Zomato Gold,yearly,676.66,0.35,3,5,0,58.4,rarely,always_notice,essential
Gym Membership,monthly,2161.14,0.502,4,1,0,58.0,rarely,forget,essential
Zomato Gold,monthly,2856.91,0.623,10,7,0,36.2,few_times_week,sometimes_notice,fun
Educational Hub,yearly,3538.23,0.518,6,1,0,55.8,few_times_month,sometimes_notice,nice_to_have
Adobe CC,monthly,2659.39,0.918,7,6,1,17.4,few_times_week,forget,fun
Educational Hub,yearly,2965.93,0.417,1,6,0,66.6,once_twice_week,forget,fun
Gaming Pass,yearly,3577.31,0.65,2,3,1,38.3,few_times_week,sometimes_notice,essential
Software License,yearly,2411.22,0.501,8,4,0,47.1,daily,always_notice,fun
LinkedIn Premium,monthly,4257.0,0.47,10,6,0,45.6,cant_remember,sometimes_notice,fun
Spotify,yearly,1288.42,0.044,3,3,1,66.0,rarely,forget,nice_to_have
LinkedIn Premium,monthly,3643.33,0.881,6,2,1,25.7,once_twice_week,forget,essential
Software License,yearly,3844.81,0.009,1,6,1,71.9,few_times_month,always_notice,fun
Spotify,monthly,944.7,0.675,9,3,0,31.1,few_times_week,forget,fun
Educational Hub,monthly,3605.47,0.104,1,1,1,73.9,daily,always_notice,essential
Newspaper,monthly,850.36,0.475,7,6,0,44.3,daily,forget,nice_to_have
Wine Club,monthly,2328.35,0.7,2,10,1,30.4,cant_remember,sometimes_notice,fun
Gym Membership,monthly,307.04,0.36,2,3,0,61.8,few_times_month,forget,essential
Disney+,yearly,2474.39,0.987,1,6,0,30.1,daily,forget,essential
Software License,monthly,758.46,0.625,3,5,0,42.2,once_twice_week,sometimes_notice,nice_to_have
Wine Club,monthly,3994.61,0.389,4,3,0,66.0,rarely,sometimes_notice,fun
Netflix,monthly,4816.27,0.304,8,2,1,50.9,once_twice_week,sometimes_notice,essential
LinkedIn Premium,yearly,1545.97,0.673,2,9,0,40.3,few_times_month,forget,essential
Zomato Gold,yearly,4066.32,0.247,4,9,0,66.9,daily,sometimes_notice,essential
Disney+,yearly,1262.83,0.302,5,6,0,61.3,rarely,forget,nice_to_have
Dating App,monthly,373.46,0.107,2,7,0,73.4,rarely,forget,nice_to_have
Newspaper,yearly,4437.61,0.392,3,10,0,61.3,few_times_month,forget,nice_to_have
Wine Club,monthly,718.47,0.365,3,6,1,45.9,daily,forget,nice_to_have
LinkedIn Premium,monthly,4914.16,0.474,1,4,0,64.3,few_times_month,sometimes_notice,fun
Spotify,monthly,3533.3,0.064,3,4,1,66.0,rarely,sometimes_notice,nice_to_have
Adobe CC,yearly,4733.99,0.46,9,9,1,36.5,rarely,sometimes_notice,essential
LinkedIn Premium,monthly,956.21,0.65,10,6,0,29.4,few_times_month,forget,essential
LinkedIn Premium,yearly,1524.75,0.552,6,4,1,36.9,cant_remember,always_notice,essential
Newspaper,monthly,4385.36,0.274,2,9,1,56.6,few_times_month,forget,essential
Gym Membership,yearly,2909.07,0.255,8,10,0,58.2,few_times_month,sometimes_notice,fun
Amazon Prime,yearly,4959.85,0.482,9,6,0,47.8,few_times_month,always_notice,essential
Disney+,yearly,1370.89,0.074,8,10,1,57.0,once_twice_week,sometimes_notice,essential
Amazon Prime,monthly,3323.46,0.644,3,7,1,41.3,few_times_week,forget,fun
Cloud Storage,yearly,1936.56,0.235,6,7,0,63.2,few_times_month,sometimes_notice,nice_to_have
Dating App,yearly,3664.25,0.955,9,4,0,20.9,few_times_week,forget,essential
Amazon Prime,yearly,729.7,0.896,7,6,0,18.7,daily,sometimes_notice,essential
LinkedIn Premium,monthly,2683.04,0.986,8,7,0,19.8,daily,always_notice,fun
LinkedIn Premium,monthly,953.69,0.899,8,8,0,16.0,few_times_week,always_notice,essential
Software License,monthly,2756.72,0.691,4,1,1,40.1,once_twice_week,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,1341.17,0.795,7,5,1,22.7,once_twice_week,forget,essential
Spotify,yearly,3279.24,0.039,5,9,0,77.6,few_times_week,forget,essential
Gaming Pass,monthly,2920.3,0.577,6,9,0,43.0,once_twice_week,always_notice,fun
Zomato Gold,monthly,3783.44,0.207,5,1,0,77.3,few_times_month,sometimes_notice,essential
Newspaper,yearly,307.47,0.966,1,6,0,23.8,daily,forget,essential
Gym Membership,monthly,3582.43,0.006,7,6,0,79.6,cant_remember,forget,essential
Cloud Storage,monthly,3123.16,0.625,1,4,1,39.2,few_times_week,always_notice,fun
Gym Membership,monthly,4747.49,0.428,9,1,1,43.9,few_times_week,always_notice,essential
Dating App,monthly,853.01,0.109,6,2,0,73.7,few_times_month,always_notice,nice_to_have
Gaming Pass,monthly,997.74,0.617,5,7,1,29.9,rarely,sometimes_notice,nice_to_have
Newspaper,yearly,1368.7,0.219,1,4,0,73.0,daily,forget,fun
Amazon Prime,monthly,3617.16,0.171,1,10,0,81.7,daily,sometimes_notice,fun
YouTube Premium,yearly,2801.58,0.814,2,1,0,40.3,cant_remember,sometimes_notice,fun
Gym Membership,yearly,2408.28,0.904,8,9,0,18.7,few_times_month,sometimes_notice,essential
Zomato Gold,monthly,1213.3,0.294,6,6,0,58.2,few_times_month,sometimes_notice,essential
Zomato Gold,yearly,483.16,0.437,4,2,0,56.4,few_times_month,forget,fun
Gaming Pass,yearly,784.12,0.659,7,8,0,30.9,daily,always_notice,essential
Spotify,yearly,3270.14,0.724,2,1,1,40.7,cant_remember,forget,essential
LinkedIn Premium,monthly,459.37,0.59,1,2,0,51.3,once_twice_week,sometimes_notice,fun
Netflix,monthly,3585.18,0.826,1,10,0,38.8,few_times_month,sometimes_notice,fun
Wine Club,yearly,2192.72,0.725,4,4,0,39.5,once_twice_week,always_notice,fun
LinkedIn Premium,yearly,4685.32,0.085,9,8,0,69.8,cant_remember,always_notice,essential
Educational Hub,monthly,4901.2,0.122,6,2,1,67.1,once_twice_week,always_notice,nice_to_have
Disney+,monthly,4139.31,0.391,6,2,1,49.8,few_times_month,always_notice,essential
Newspaper,yearly,4172.52,0.97,10,9,0,11.1,few_times_week,forget,essential
Newspaper,yearly,1643.99,0.899,2,1,0,36.8,cant_remember,forget,essential
Disney+,yearly,1350.35,0.899,2,3,0,33.9,daily,forget,essential
Gaming Pass,yearly,2957.75,0.283,9,7,0,59.1,few_times_month,sometimes_notice,fun
Zomato Gold,yearly,2724.72,0.482,1,2,0,66.0,few_times_week,forget,fun
YouTube Premium,yearly,2944.59,0.245,9,5,0,64.0,once_twice_week,sometimes_notice,essential
Newspaper,monthly,3121.98,0.67,1,6,0,41.1,rarely,sometimes_notice,essential
Software License,monthly,534.15,0.693,8,5,0,27.8,cant_remember,always_notice,essential
Wine Club,monthly,1348.66,0.598,1,5,0,51.2,once_twice_week,forget,essential
Educational Hub,monthly,387.96,0.994,6,3,0,15.7,few_times_week,always_notice,nice_to_have
Spotify,monthly,1677.15,0.149,3,6,0,73.6,once_twice_week,forget,essential
YouTube Premium,monthly,3865.8,0.557,10,7,0,35.0,daily,always_notice,nice_to_have
LinkedIn Premium,yearly,1336.15,0.914,7,8,0,15.8,few_times_week,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,4521.2,0.101,2,1,0,88.8,few_times_month,forget,essential
Zomato Gold,yearly,4372.33,0.219,6,2,0,72.8,rarely,sometimes_notice,essential
Adobe CC,yearly,2927.31,0.589,6,1,0,53.0,once_twice_week,always_notice,fun
Netflix,yearly,4590.76,0.023,3,2,0,89.6,rarely,always_notice,fun
Educational Hub,yearly,1987.97,0.844,9,7,0,20.4,cant_remember,sometimes_notice,nice_to_have
Spotify,monthly,392.47,0.391,9,5,1,36.9,daily,forget,fun
LinkedIn Premium,monthly,4297.27,0.177,4,10,0,71.7,once_twice_week,always_notice,nice_to_have
Dating App,monthly,4649.03,0.328,9,3,0,56.9,daily,always_notice,nice_to_have
Adobe CC,monthly,737.2,0.956,3,4,1,20.5,cant_remember,forget,nice_to_have
Software License,yearly,391.97,0.388,10,7,0,41.7,few_times_week,always_notice,fun
Wine Club,monthly,3456.29,0.928,10,7,0,20.4,daily,sometimes_notice,essential
Newspaper,monthly,4015.22,0.101,10,5,0,66.4,few_times_week,sometimes_notice,nice_to_have
Zomato Gold,monthly,3741.03,0.637,3,1,0,39.1,once_twice_week,forget,nice_to_have
Amazon Prime,monthly,1700.92,0.935,10,5,0,15.2,rarely,always_notice,essential
Software License,yearly,331.63,0.407,1,9,0,57.2,rarely,forget,fun
Netflix,monthly,2871.52,0.056,1,7,0,86.4,rarely,forget,fun
Software License,yearly,4378.11,0.047,8,5,1,59.1,few_times_month,always_notice,essential
Gym Membership,yearly,4126.78,0.905,6,2,0,30.8,few_times_week,forget,nice_to_have
Zomato Gold,yearly,1848.23,0.163,3,5,0,73.8,few_times_month,always_notice,fun
Gym Membership,monthly,790.23,0.839,7,9,1,16.5,few_times_week,always_notice,fun
YouTube Premium,yearly,3214.53,0.547,8,8,0,42.5,few_times_month,sometimes_notice,essential
LinkedIn Premium,yearly,4886.93,0.377,10,5,0,51.1,daily,always_notice,essential
Dating App,yearly,1157.87,0.796,8,1,1,21.1,few_times_month,forget,essential
Netflix,yearly,3995.58,0.873,9,4,1,20.7,few_times_month,sometimes_notice,essential
YouTube Premium,yearly,1537.77,0.007,5,3,0,80.4,few_times_week,always_notice,nice_to_have
Cloud Storage,yearly,4931.73,0.989,8,3,1,17.0,few_times_month,forget,fun
Adobe CC,yearly,1391.48,0.462,2,9,1,44.0,few_times_week,sometimes_notice,essential
Educational Hub,monthly,4292.44,0.513,3,10,0,55.1,once_twice_week,always_notice,nice_to_have
Software License,yearly,670.19,0.078,8,5,1,52.3,rarely,always_notice,essential
Gym Membership,yearly,693.14,0.684,5,2,0,40.9,rarely,sometimes_notice,essential
Software License,yearly,4614.08,0.518,10,4,0,46.0,rarely,sometimes_notice,nice_to_have
Wine Club,monthly,4562.45,0.489,10,2,1,40.1,daily,sometimes_notice,fun
Amazon Prime,monthly,2066.67,0.709,8,6,0,32.5,few_times_week,forget,nice_to_have
Adobe CC,yearly,1325.11,0.386,10,2,0,49.2,rarely,forget,nice_to_have
Zomato Gold,monthly,1934.9,0.56,1,1,1,48.4,rarely,always_notice,essential
LinkedIn Premium,yearly,2916.67,0.696,8,1,1,33.5,few_times_week,forget,fun
Disney+,yearly,2082.36,0.59,10,1,0,39.9,few_times_week,forget,nice_to_have
Gaming Pass,monthly,2431.54,0.535,4,2,1,43.0,rarely,forget,fun
Disney+,monthly,3733.6,0.831,2,10,0,36.2,few_times_week,sometimes_notice,nice_to_have
Disney+,yearly,1578.78,0.968,9,8,0,11.4,once_twice_week,forget,fun
YouTube Premium,yearly,1897.22,0.653,10,8,0,30.1,once_twice_week,sometimes_notice,fun
Newspaper,yearly,2575.2,0.226,9,7,1,50.4,rarely,sometimes_notice,fun
Educational Hub,yearly,3009.57,0.78,2,5,0,38.9,few_times_month,forget,fun
Netflix,monthly,1233.92,0.189,9,5,0,58.7,daily,sometimes_notice,essential
Software License,monthly,3624.01,0.604,1,2,0,41.4,daily,sometimes_notice,fun
Educational Hub,yearly,615.34,0.376,4,6,1,47.0,once_twice_week,sometimes_notice,nice_to_have
Software License,monthly,4386.01,0.669,1,3,0,39.7,rarely,always_notice,essential
Disney+,yearly,3268.02,0.506,4,5,0,56.1,few_times_week,sometimes_notice,fun
YouTube Premium,yearly,974.7,0.651,4,10,1,30.8,few_times_month,sometimes_notice,fun
Wine Club,yearly,3994.81,0.748,9,2,0,36.0,few_times_week,always_notice,essential
Spotify,yearly,1167.7,0.591,8,2,0,40.6,daily,forget,essential
Newspaper,monthly,4782.42,0.695,10,3,0,33.4,few_times_month,always_notice,fun
Adobe CC,yearly,2435.72,0.437,3,2,0,64.7,cant_remember,always_notice,essential
Gym Membership,yearly,1648.56,0.466,4,3,1,45.3,once_twice_week,forget,essential
YouTube Premium,monthly,4839.14,0.936,1,10,0,30.1,once_twice_week,always_notice,fun
